अत्रत्या मृदा कृष्णवर्णीया अस्ति।|The soil here is dark-coloured.|यहाँ की मिट्टी काले रंग की है।
सुखदाः अनुभवाः अपि सन्ति मे जीवने।|There are enjoyable experiences also in my life.|मेरे जीवन में आनंददायक अनुभव भी हैं।
छात्रावासे त्रिपञ्चाशद् बालाः वसन्ति।|Fifty three children reside in the hostel.|छात्रावास में तिरेपन बच्चे रहते हैं।
वैद्यं मेलितुं गम्यते अस्माभिः।|The doctor is going to be met by us.|वैद्य से मिलने हमारे द्वारा जाया जाता है।
अद्यत्वे अखाद्यानि एव अश्नन्ति जनाः।|Nowadays people eat uneatables only.|आज कल लोग केवल अखाद्य वस्तुएँ ही खाते हैं।
अपत्यस्य समुचितं परिपालनं कठिनं भवति।|Proper upbringing of a child is difficult.|बच्चे का समुचित पालन करना कठिन होता है।
अलसाः निद्राप्रियाः भवन्ति।|Lazy people are fond of sleep.|आलसीजन नींद से प्यार करते हैं।
शिशुः मातरम् अनुवदति।|The child repeats after the mother.|बच्चा माँ का कहा दुहराता है।
आः। तिष्ठ जाल्म।|Ah! Wait you despicable man|आह! ठहर नीच।
अन्यस्यां जातौ अपि।|Even in another second birth|दूसरे जन्म में भी।
कदाचित् अयं पापः इदं कार्यं मयि न संक्रामयेत्।|I hope this sinner doesn't put the blame on me.|कहीं यह पापी इस काम को मेरे ऊपर न मँढ दे।
किं मम वचने न प्रत्ययसे?|what? you do not believe my words?|क्या? तुम्हें मेरी बातों पर विश्वास नहीं है?
त्वां सर्वचेटकानां महत्तरकं कारयिष्यामि।|I will make you superior amongst all my servants.|मैं तुम्हें अपने सभी सेवकों में श्रेष्ठ बनाऊंगा।
अपेहि। अनार्यं मन्त्रयसि।|Go away. You are talking nonsense.|हट। फालतू बात करते हो।
स मम नयनयोः आयासकरः|he is a thorn in my eyes.|वह मेरी आखों में खटकने वाला (खटकता है / चुभता है इत्यर्थे)
प्रवहणान्तः स्त्री प्रतिवसति।|A woman is sitting in the car.|गाडी में महिला बैठी है।
देवम् अतिक्रान्तः|one who has exceeded god|
सर्वमेवं विसंष्ठुलं पश्यामि।|Everything appears upside-down.|सब कुछ उल्टा होता दिख रहा है।
चिरमस्मि बुभूक्षितः|I am hungry since long.|देर से भूखा हूँ
धमनिसन्ततः कृशः|So thin that veins are prominently visible|
लक्ष्मणः क्रोधमूर्च्छितः।|Lakshmana is/was ireful.|लक्ष्मण क्रोध से भर गया।  
गोशालायां षण्णवत्यधिकैकसहस्रधेनवः सन्ति।|There are one thousand and ninety six cows in the cowshed (goshaala).|गोशाला में एक सहस्र छियानवे गायें हैं।
गानात् पूर्वम् आलपति।|He takes up prelusion before the song.|वह गाने से पहले आलाप लेता है।  
यूयं देवतुल्याः स्थ।|You all are like gods.|तुम सब देवताओं के समान हो।  
रोदनं विहाय दृढमानसा भव।|Stop crying and be resolute.|रोना छोड़कर दृढ़ मन वाली बनो।  
त्यागमूर्तिः भवान्।|You are an epitome of sacrifice.|आप त्याग की मूर्ति हैं।  
प्रतिदिनं गीतायाः एकम् अध्यायं पठामि।|I read one chapter of  Gita daily.|मैं प्रतिदिन गीता का एक अध्याय पढ़ता हूँ।  
आलस्यं जहि परिश्रमशालिनी भव।|Give up laziness and be diligent.|आलस्य छोड़ो और परिश्रमी बनो।  
परापवादे पाण्डित्यमस्ति बहूनाम्।|Many have expertise in blaming others.|अन्यों की निन्दा करने में बहुतों को पाण्डित्य प्राप्त है।  
महोदयायाः पिपठिषा उत्तमा अस्ति।|The lady has an excellent desire to read.|महोदया की पढ़ने की इच्छा उत्तम है।  
